NAME,BUS,BASE_KV,BASE_KW,BASE_KVAR,PHASES,LOADSHAPE,KWH,COMMUNITY
1FFLX023,BUSLVFLX1368,0.24,1.0,0.1,1,curve304_21R,277.43,2
1FFLX024,BUSLVFLX1383,0.24,1.0,0.1,1,curve423_36R,361.29,2
1FFLX025,BUSLVFLX1397,0.24,1.0,0.1,1,curve346_00R,199.92,2
1FFLX026,BUSLVFLX1308,0.24,1.0,0.1,1,curve242_00R,248.73,3
1FFLX027,BUSLVFLX1313,0.24,1.0,0.1,1,curve459_00R,270.47,3
1FFLX028,BUSLVFLX1319,0.24,1.0,0.1,1,curve304_21R,342.29,3
1FFLX029,BUSLVFLX1336,0.24,1.0,0.1,1,curve339_00R,358.77,3
1FFLX030,BUSLVFLX1344,0.24,1.0,0.1,1,curve269_45R,264.93,3
1FFLX031,BUSLVFLX1347,0.24,1.0,0.1,1,curve242_00R,241.72,3
1FFLX032,BUSLVFLX1350,0.24,1.0,0.1,1,curve313_00R,315.10,3
1FFLX033,BUSLVFLX1360,0.24,1.0,0.1,1,curve332_00R,330.55,3
1FFLX034,BUSLVFLX1374,0.24,1.0,0.1,1,curve313_00R,312.57,3
1FFLX035,BUSLVFLX1376,0.24,1.0,0.1,1,curve325_00R,322.75,3
1FFLX036,BUSLVFLX1379,0.24,1.0,0.1,1,curve255_96R,258.75,3
3FFLX037,BUSLVFLX1209,0.24,1.0,0.1,3,curve292_50R,292.47,4
3FFLX038,BUSLVFLX1219,0.24,1.0,0.1,3,curve301_77R,302.51,4
3FFLX039,BUSLVFLX1232,0.24,1.0,0.1,3,curve369_00R,373.88,4
3FFLX040,BUSLVFLX1236,0.24,1.0,0.1,3,curve225_00R,226.12,4
3FFLX041,BUSLVFLX1240,0.24,1.0,0.1,3,curve332_00R,333.19,4
3FFLX042,BUSLVFLX1242,0.24,1.0,0.1,3,curve313_00R,310.04,4
3FFLX043,BUSLVFLX1246,0.24,1.0,0.1,3,curve215_30R,215.84,4
3FFLX044,BUSLVFLX1248,0.24,1.0,0.1,3,curve304_21R,305.02,4
3FFLX045,BUSLVFLX1253,0.24,1.0,0.1,3,curve269_45R,269.45,4
3FFLX046,BUSLVFLX1255,0.24,1.0,0.1,3,curve230_00R,229.37,4
3FFLX047,BUSLVFLX1259,0.24,1.0,0.1,3,curve215_30R,215.84,4
3FFLX048,BUSLVFLX1262,0.24,1.0,0.1,3,curve264_00R,261.47,4
3FFLX049,BUSLVFLX1264,0.24,1.0,0.1,3,curve242_00R,241.72,4
3FFLX050,BUSLVFLX1270,0.24,1.0,0.1,3,curve390_02R,387.79,4
3FFLX051,BUSLVFLX1271,0.24,1.0,0.1,3,curve459_00R,455.48,4
3FFLX052,BUSLVFLX1272,0.24,1.0,0.1,3,curve264_00R,261.47,4
1FFLX053,BUSLVFLX548,0.24,1.0,0.1,1,curve413_00R,408.03,5
1FFLX054,BUSLVFLX696,0.24,1.0,0.1,1,curve332_00R,330.55,5
1FFLX055,BUSLVFLX281,0.24,1.0,0.1,1,curve445_44R,447.58,5
1FFLX056,BUSLVFLX480,0.24,1.0,0.1,1,curve380_00R,384.16,5
1FFLX057,BUSLVFLX438,0.24,1.0,0.1,1,curve230_00R,229.37,5
3FFLX058,BUSLVFLX1288,0.24,1.0,0.1,3,curve325_00R,327.93,5
1FFLX059,BUSLVFLX552,0.24,1.0,0.1,1,curve299_22R,300.00,5
1FFLX060,BUSLVFLX915,0.24,1.0,0.1,1,curve242_00R,244.66,5
1FFLX061,BUSLVFLX410,0.24,1.0,0.1,1,curve292_50R,289.96,5
1FFLX062,BUSLVFLX991,0.24,1.0,0.1,1,curve445_44R,447.58,5
3FFLX063,BUSLVFLX1069,0.24,1.0,0.1,3,curve283_00R,284.90,5
1FFLX064,BUSLVFLX650,0.24,1.0,0.1,1,curve235_80R,235.67,5
3FFLX065,BUSLVFLX1278,0.24,1.0,0.1,3,curve275_00R,274.67,5
1FFLX066,BUSLVFLX748,0.24,1.0,0.1,1,curve325_00R,320.19,5
1FFLX067,BUSLVFLX116,0.24,1.0,0.1,1,curve313_00R,317.64,5
3FFLX068,BUSLVFLX1144,0.24,1.0,0.1,3,curve346_00R,343.99,5
1FFLX069,BUSLVFLX469,0.24,1.0,0.1,1,curve530_25R,532.63,5
1FFLX070,BUSLVFLX767,0.24,1.0,0.1,1,curve283_00R,287.43,5
1FFLX071,BUSLVFLX1028,0.24,1.0,0.1,1,curve369_00R,373.88,5
1FFLX072,BUSLVFLX75,0.24,1.0,0.1,1,curve269_45R,266.81,5
1FFLX073,BUSLVFLX724,0.24,1.0,0.1,1,curve470_34R,475.07,5
1FFLX074,BUSLVFLX60,0.24,1.0,0.1,1,curve459_00R,455.48,5
1FFLX075,BUSLVFLX308,0.24,1.0,0.1,1,curve304_21R,305.02,5
1FFLX076,BUSLVFLX50,0.24,1.0,0.1,1,curve325_00R,327.93,5
1FFLX077,BUSLVFLX459,0.24,1.0,0.1,1,curve530_25R,532.63,5
3FFLX078,BUSLVFLX1122,0.24,1.0,0.1,3,curve215_30R,215.84,5
1FFLX079,BUSLVFLX109,0.24,1.0,0.1,1,curve292_50R,289.96,5
1FFLX080,BUSLVFLX397,0.24,1.0,0.1,1,curve413_00R,417.50,5
1FFLX081,BUSLVFLX901,0.24,1.0,0.1,1,curve332_00R,330.55,5
1FFLX082,BUSLVFLX749,0.24,1.0,0.1,1,curve380_00R,384.16,5
1FFLX083,BUSLVFLX228,0.24,1.0,0.1,1,curve269_45R,266.81,5
3FFLX084,BUSLVFLX1229,0.24,1.0,0.1,3,curve230_00R,232.55,5
1FFLX085,BUSLVFLX318,0.24,1.0,0.1,1,curve353_33R,352.44,5
1FFLX086,BUSLVFLX82,0.24,1.0,0.1,1,curve283_00R,282.36,5
1FFLX087,BUSLVFLX100,0.24,1.0,0.1,1,curve269_45R,266.81,5
1FFLX088,BUSLVFLX207,0.24,1.0,0.1,1,curve299_22R,300.00,5
1FFLX089,BUSLVFLX944,0.24,1.0,0.1,1,curve230_00R,232.55,5
1FFLX090,BUSLVFLX980,0.24,1.0,0.1,1,curve242_00R,241.72,5
1FFLX091,BUSLVFLX134,0.24,1.0,0.1,1,curve283_00R,282.36,5
3FFLX092,BUSLVFLX1152,0.24,1.0,0.1,3,curve530_25R,532.63,5
1FFLX093,BUSLVFLX709,0.24,1.0,0.1,1,curve255_96R,256.01,5
1FFLX094,BUSLVFLX744,0.24,1.0,0.1,1,curve346_00R,349.59,5
1FFLX095,BUSLVFLX1049,0.24,1.0,0.1,1,curve369_00R,370.63,5
1FFLX096,BUSLVFLX964,0.24,1.0,0.1,1,curve215_30R,215.84,5
1FFLX097,BUSLVFLX231,0.24,1.0,0.1,1,curve481_00R,488.08,5
1FFLX098,BUSLVFLX829,0.24,1.0,0.1,1,curve304_21R,305.02,5
1FFLX099,BUSLVFLX976,0.24,1.0,0.1,1,curve269_45R,272.07,5
3FFLX100,BUSLVFLX1100,0.24,1.0,0.1,3,curve283_00R,284.90,5
1FFLX101,BUSLVFLX212,0.24,1.0,0.1,1,curve292_50R,292.47,5
1FFLX102,BUSLVFLX743,0.24,1.0,0.1,1,curve283_00R,279.81,5
1FFLX103,BUSLVFLX969,0.24,1.0,0.1,1,curve325_00R,320.19,5
3FFLX104,BUSLVFLX1203,0.24,1.0,0.1,3,curve264_00R,261.47,5
3FFLX105,BUSLVFLX1134,0.24,1.0,0.1,3,curve283_00R,279.81,5
1FFLX106,BUSLVFLX920,0.24,1.0,0.1,1,curve413_00R,412.64,5
1FFLX107,BUSLVFLX111,0.24,1.0,0.1,1,curve230_00R,229.37,5
1FFLX108,BUSLVFLX422,0.24,1.0,0.1,1,curve339_00R,338.53,5
1FFLX109,BUSLVFLX1129,0.24,1.0,0.1,1,curve255_96R,258.75,5
3FFLX110,BUSLVFLX1191,0.24,1.0,0.1,3,curve390_02R,395.42,5
1FFLX111,BUSLVFLX890,0.24,1.0,0.1,1,curve361_00R,364.33,5
1FFLX112,BUSLVFLX520,0.24,1.0,0.1,1,curve255_96R,258.75,5
1FFLX113,BUSLVFLX404,0.24,1.0,0.1,1,curve230_00R,229.37,5
1FFLX114,BUSLVFLX277,0.24,1.0,0.1,1,curve283_00R,282.36,5
1FFLX115,BUSLVFLX885,0.24,1.0,0.1,1,curve361_00R,358.28,5
1FFLX116,BUSLVFLX296,0.24,1.0,0.1,1,curve248_00R,250.41,5
1FFLX117,BUSLVFLX585,0.24,1.0,0.1,1,curve470_34R,475.07,5
1FFLX118,BUSLVFLX726,0.24,1.0,0.1,1,curve353_33R,352.44,5
1FFLX119,BUSLVFLX541,0.24,1.0,0.1,1,curve459_00R,455.48,5
1FFLX120,BUSLVFLX1053,0.24,1.0,0.1,1,curve313_00R,315.10,5
1FFLX121,BUSLVFLX668,0.24,1.0,0.1,1,curve353_33R,352.44,5
1FFLX122,BUSLVFLX897,0.24,1.0,0.1,1,curve413_00R,408.03,5
1FFLX123,BUSLVFLX375,0.24,1.0,0.1,1,curve304_21R,307.53,5
1FFLX124,BUSLVFLX643,0.24,1.0,0.1,1,curve506_00R,505.37,5
3FFLX125,BUSLVFLX1225,0.24,1.0,0.1,3,curve264_00R,261.47,5
1FFLX126,BUSLVFLX615,0.24,1.0,0.1,1,curve225_00R,222.78,5
1FFLX127,BUSLVFLX428,0.24,1.0,0.1,1,curve369_00R,367.45,5
3FFLX128,BUSLVFLX1082,0.24,1.0,0.1,3,curve235_80R,238.72,5
1FFLX129,BUSLVFLX559,0.24,1.0,0.1,1,curve470_34R,475.07,5
1FFLX130,BUSLVFLX1057,0.24,1.0,0.1,1,curve242_00R,241.72,5
1FFLX131,BUSLVFLX669,0.24,1.0,0.1,1,curve235_80R,235.67,5
1FFLX132,BUSLVFLX259,0.24,1.0,0.1,1,curve248_00R,250.41,5
1FFLX133,BUSLVFLX226,0.24,1.0,0.1,1,curve361_00R,364.33,5
1FFLX134,BUSLVFLX932,0.24,1.0,0.1,1,curve369_00R,367.45,5
1FFLX135,BUSLVFLX1334,0.24,1.0,0.1,1,curve275_00R,274.67,5
1FFLX136,BUSLVFLX303,0.24,1.0,0.1,1,curve313_00R,310.04,5
